Step,Instant_Acc,Avg_Acc,Prompt_Drift,Prompt_Magnitude
0,0.0,0.0,0.22627390921115875,0.6659189462661743
1,100.0,50.0,0.30054908990859985,0.7009764313697815
2,100.0,66.66667175292969,0.37944966554641724,0.7408310174942017
3,0.0,50.0,0.455978661775589,0.7847922444343567
4,100.0,60.0,0.5285701751708984,0.8307619690895081
5,0.0,50.0,0.5876861214637756,0.8707378506660461
6,0.0,42.85714340209961,0.6437703967094421,0.9104422926902771
7,0.0,37.5,0.696297287940979,0.94865483045578
8,100.0,44.4444465637207,0.7462202906608582,0.9862525463104248
9,0.0,40.0,0.7924772500991821,1.0210586786270142
10,0.0,36.3636360168457,0.8364456295967102,1.0544779300689697
11,100.0,41.66666793823242,0.878525972366333,1.0871504545211792
12,100.0,46.153846740722656,0.9183858633041382,1.1180933713912964
13,100.0,50.000003814697266,0.9555019736289978,1.1476130485534668
14,100.0,53.333335876464844,0.9903796911239624,1.1757816076278687
15,0.0,50.0,1.0179651975631714,1.198907494544983
16,100.0,52.94117736816406,1.0448524951934814,1.2223811149597168
17,0.0,50.0,1.0708798170089722,1.2451446056365967
18,0.0,47.3684196472168,1.096506953239441,1.2677990198135376
19,0.0,45.0,1.121355414390564,1.2889608144760132
20,0.0,42.85714340209961,1.1448032855987549,1.3088334798812866
21,100.0,45.45454788208008,1.1692392826080322,1.3297408819198608
22,0.0,43.4782600402832,1.1938952207565308,1.3510042428970337
23,0.0,41.66666793823242,1.2186925411224365,1.3723156452178955
24,100.0,44.0,1.2428475618362427,1.3930562734603882
25,0.0,42.30769348144531,1.266112208366394,1.4131723642349243
26,0.0,40.74074172973633,1.2882943153381348,1.4324688911437988
27,0.0,39.28571701049805,1.3092892169952393,1.4508274793624878
28,0.0,37.931034088134766,1.3289308547973633,1.4680910110473633
29,0.0,36.66666793823242,1.3468120098114014,1.4835206270217896
30,0.0,35.48387145996094,1.3668689727783203,1.5007946491241455
31,0.0,34.375,1.3878270387649536,1.519119381904602
32,0.0,33.333335876464844,1.4088584184646606,1.5377757549285889
33,0.0,32.35293960571289,1.4298033714294434,1.5565327405929565
34,0.0,31.428571701049805,1.4496963024139404,1.5748884677886963
35,100.0,33.33333206176758,1.4663634300231934,1.5914506912231445
36,100.0,35.135135650634766,1.4843755960464478,1.6091482639312744
37,100.0,36.842105865478516,1.5022672414779663,1.6265534162521362
38,0.0,35.897438049316406,1.5210522413253784,1.6445051431655884
39,100.0,37.5,1.5399023294448853,1.662528395652771
40,0.0,36.585365295410156,1.5590105056762695,1.6810225248336792
41,100.0,38.095237731933594,1.5778758525848389,1.6992712020874023
42,100.0,39.53488540649414,1.5962594747543335,1.717015027999878
43,0.0,38.6363639831543,1.6143183708190918,1.7341715097427368
44,100.0,40.0,1.6315727233886719,1.7505954504013062
45,0.0,39.130435943603516,1.6483006477355957,1.7664124965667725
46,0.0,38.29787063598633,1.6639848947525024,1.781295895576477
47,0.0,37.5,1.6787745952606201,1.7953354120254517
48,100.0,38.775508880615234,1.693031907081604,1.8088892698287964
49,100.0,40.0,1.7066863775253296,1.821881651878357
50,0.0,39.2156867980957,1.720162272453308,1.834623098373413
51,0.0,38.46154022216797,1.7338682413101196,1.8473951816558838
52,0.0,37.7358512878418,1.747167706489563,1.8598482608795166
53,0.0,37.03703689575195,1.7598212957382202,1.8717337846755981
